 (88.074219+0.000000j), (-63.931336+0.219885j), (-40.936959-8.747681j), (47.932932-0.398922j), (-1.504166-11.071092j), (-7.410393+4.893614j), (-40.936959+8.747681j), (15.364901-4.554502j), (-11.294292+22.306659j), (8.473369+0.473195j), (-26.785043-11.457479j), (47.932932+0.398922j), (15.941640-4.411798j), (-63.931336-0.219885j), (3.081145+5.967349j), (15.364901+4.554502j)
 (113.355469+0.000000j), (-56.180928+5.855757j), (-37.867605-8.214644j), (63.414194-23.427655j), (-34.477425-15.665111j), (27.313317+12.861792j), (-37.867605+8.214644j), (-13.832816-35.964694j), (8.943472+54.286632j), (9.059373-36.124561j), (-14.231253-7.202905j), (63.414194+23.427655j), (-13.913144+0.991184j), (-56.180928-5.855757j), (6.896994-13.709329j), (-13.832816+35.964694j)
 (50.179688+0.000000j), (-48.931907+0.702960j), (-22.252661-1.790905j), (23.754566+2.069309j), (-5.634591-1.380008j), (7.977036+0.175889j), (-22.252661+1.790905j), (19.287175-1.342805j), (-1.768074-4.086338j), (3.432650+2.789512j), (-23.546496+1.984442j), (23.754566-2.069309j), (45.372183+1.487371j), (-48.931907-0.702960j), (-15.358582-0.911265j), (19.287175+1.342805j)
 (96.976562+0.000000j), (-52.137911+4.261973j), (-24.967657+16.477344j), (55.549945+8.880332j), (-41.907538+31.176848j), (32.685034-15.612414j), (-24.967657-16.477344j), (-26.349248+15.915614j), (14.643680-29.017159j), (3.212868-5.534798j), (-24.853964+0.279708j), (55.549945-8.880332j), (-4.403623+27.296869j), (-52.137911-4.261973j), (19.051745+5.211517j), (-26.349248-15.915614j)
 (159.910156+0.000000j), (-119.975513+8.142782j), (-60.980989+2.498465j), (56.309305-4.682934j), (-30.284835+11.521532j), (24.893563-11.207235j), (-60.980989-2.498465j), (30.459559+5.874782j), (-12.726198+13.852413j), (19.588986-14.184723j), (-12.761630-1.153149j), (56.309305+4.682934j), (37.242106+1.598650j), (-119.975513-8.142782j), (-3.332254+13.775932j), (30.459559-5.874782j)
 (70.093750+0.000000j), (-61.522729+5.333877j), (-32.467336-6.863374j), (20.587234+4.490483j), (1.046566-19.469692j), (-2.008384+14.372641j), (-32.467336+6.863374j), (34.202010-3.623037j), (-1.741125-8.214649j), (1.047435+16.899151j), (-3.487226-3.168463j), (20.587234-4.490483j), (39.691670+11.750614j), (-61.522729-5.333877j), (-26.020807+1.906025j), (34.202010+3.623037j)
 (96.937500+0.000000j), (-73.257235-5.777130j), (-54.450937-6.973642j), (27.431442+25.043477j), (10.093699-18.073867j), (-2.837679+3.703100j), (-54.450937+6.973642j), (53.434645+8.289230j), (-6.220346-16.129514j), (-3.907978+25.600986j), (5.029926+23.966029j), (27.431442-25.043477j), (23.561299+3.202745j), (-73.257235+5.777130j), (-30.310360+0.672705j), (53.434645-8.289230j)
 (80.308594+0.000000j), (-47.766015-1.310325j), (-13.524453-10.693143j), (-12.271440+6.342834j), (-20.613422-31.385788j), (3.315537+29.757501j), (-13.524453+10.693143j), (15.709248-16.560254j), (-11.134687-3.506077j), (28.874810+17.456715j), (24.036339+7.890025j), (-12.271440-6.342834j), (-8.474768-2.247184j), (-47.766015+1.310325j), (5.699939-12.807426j), (15.709248+16.560254j)
 (98.531250+0.000000j), (-79.342175-5.362239j), (-45.082881-1.267611j), (27.286002-4.468976j), (-10.779870-10.629919j), (4.996701+7.269373j), (-45.082881+1.267611j), (41.475226+4.587952j), (-18.809926+14.121969j), (17.673333+1.383530j), (-4.299807-23.983395j), (27.286002+4.468976j), (38.007570-3.075658j), (-79.342175+5.362239j), (-16.047256+10.608201j), (41.475226-4.587952j)
 (93.941406+0.000000j), (-76.527828+8.756436j), (-31.536121-2.550837j), (35.239921-4.014842j), (-15.562693-20.913488j), (1.008745+13.403813j), (-31.536121+2.550837j), (20.535054-12.690601j), (-14.677433-16.202814j), (21.725057+20.570474j), (-23.990545-4.898458j), (35.239921+4.014842j), (36.538478+17.470628j), (-76.527828-8.756436j), (-10.497262-18.012871j), (20.535054+12.690601j)
 (173.980469+0.000000j), (-83.162434+1.932122j), (-56.530756+1.407029j), (8.009386+4.830584j), (-54.663859-8.450323j), (47.487778+1.012006j), (-56.530756-1.407029j), (2.036165+5.117366j), (-32.760091-13.638101j), (55.012393+15.306747j), (54.153758+20.786173j), (8.009386-4.830584j), (-44.814668-19.200320j), (-83.162434-1.932122j), (55.228957+17.318771j), (2.036165-5.117366j)
 (101.042969+0.000000j), (-65.717640+3.335104j), (-36.677366+14.783998j), (40.323580-16.528417j), (-18.425289+37.920629j), (14.081994-7.575568j), (-36.677366-14.783998j), (0.860957-11.037947j), (6.048204+25.015384j), (11.866741-43.966265j), (-19.295354-1.686493j), (40.323580+16.528417j), (7.841442+3.246969j), (-65.717640-3.335104j), (24.086794-19.753904j), (0.860957+11.037947j)
 (96.675781+0.000000j), (-64.037310-5.295365j), (-41.279109+1.448981j), (27.315594-9.557661j), (-9.190110-8.657989j), (0.098742-11.166740j), (-41.279109-1.448981j), (22.010933+23.781279j), (-13.824316+28.851094j), (15.011002+5.826396j), (7.581455-30.832333j), (27.315594+9.557661j), (18.495501-9.162821j), (-64.037310+5.295365j), (-4.293972+27.673467j), (22.010933-23.781279j)
 (70.003906+0.000000j), (-60.508814+6.383498j), (-20.123723-8.111756j), (14.873311-6.222143j), (-24.799592-8.521202j), (19.878876+12.169289j), (-20.123723+8.111756j), (19.325355-9.302236j), (-8.920969+6.017269j), (19.428913-0.815227j), (-11.081121-25.309553j), (14.873311+6.222143j), (39.888773+16.381618j), (-60.508814-6.383498j), (-8.781130-3.007699j), (19.325355+9.302236j)
 (163.265625+0.000000j), (-97.174961+1.161319j), (-89.314223+20.756713j), (35.777448-8.861199j), (12.802441+45.654594j), (5.699987-10.681148j), (-89.314223-20.756713j), (41.374482-1.712903j), (-25.805413+4.846904j), (14.022115-41.938975j), (21.399546+40.986631j), (35.777448+8.861199j), (11.789899-30.537587j), (-97.174961-1.161319j), (17.897124+4.482644j), (41.374482+1.712903j)
 (94.230469+0.000000j), (-66.943559+4.151937j), (-47.688291-0.909199j), (43.485822+3.154379j), (-8.070001+12.705316j), (1.979742-23.603475j), (-47.688291+0.909199j), (26.688914+12.112797j), (-7.140211-2.300456j), (11.893434+7.283419j), (-15.324072-12.395834j), (43.485822-3.154379j), (15.431771+2.045290j), (-66.943559-4.151937j), (-2.738968+14.669056j), (26.688914-12.112797j)
 (160.156250+0.000000j), (-99.651271+2.624355j), (-84.518773-2.233545j), (79.125089-8.382976j), (1.463945-12.799569j), (15.777826-11.121320j), (-84.518773+2.233545j), (15.286122+11.283605j), (-26.378011+3.662297j), (-7.573565+24.240317j), (-7.752947-30.374800j), (79.125089+8.382976j), (8.364900+1.094351j), (-99.651271-2.624355j), (24.596159+12.867968j), (15.286122-11.283605j)
 (126.539062+0.000000j), (-75.585571-9.551669j), (-46.434337-5.283556j), (51.792988+11.183586j), (-35.247088-16.673547j), (-5.080349+12.266431j), (-46.434337+5.283556j), (12.947228+5.805093j), (-23.459814-13.042894j), (34.081246+25.423258j), (3.718832-1.170198j), (51.792988-11.183586j), (6.716089-3.856732j), (-75.585571+9.551669j), (-14.089011-4.546842j), (12.947228-5.805093j)
 (61.464844+0.000000j), (-33.329364-2.550293j), (-36.381945+11.043253j), (34.392347+5.827268j), (2.969446+27.245786j), (0.818964-0.672569j), (-36.381945-11.043253j), (4.610383-4.826575j), (13.933916-19.350087j), (-10.422320-16.412418j), (-15.934305+24.380435j), (34.392347-5.827268j), (5.062070+0.637277j), (-33.329364+2.550293j), (10.060329-9.526385j), (4.610383+4.826575j)
 (129.496094+0.000000j), (-76.940456-3.698272j), (-50.736031-1.307573j), (33.622752+2.224278j), (-28.840554+12.741436j), (27.762330-9.863927j), (-50.736031+1.307573j), (4.893564+3.012803j), (-44.395658+10.806071j), (35.408996-13.268975j), (24.873599+2.745533j), (33.622752-2.224278j), (-17.116827-8.735549j), (-76.940456+3.698272j), (40.088775+6.475177j), (4.893564-3.012803j)
 (65.449219+0.000000j), (-62.722026+4.458225j), (-26.786062-0.052586j), (33.016097-1.766596j), (-10.706275-2.722558j), (11.944263+0.771359j), (-26.786062+0.052586j), (18.653452-0.432943j), (-4.380905-5.594047j), (7.987622+4.528822j), (-35.950997-4.550124j), (33.016097+1.766596j), (55.096666+7.769158j), (-62.722026-4.458225j), (-10.288752+0.547813j), (18.653452+0.432943j)
 (63.203125+0.000000j), (-54.766897+2.453722j), (-25.948505-1.249171j), (45.871149+1.774029j), (-10.914610+4.736927j), (10.612296-4.726072j), (-25.948505+1.249171j), (4.355441+1.694904j), (12.970308-0.910308j), (2.209767-2.049880j), (-54.515822-0.286938j), (45.871149-1.774029j), (33.867590+2.620648j), (-54.766897-2.453722j), (9.667262+4.663184j), (4.355441-1.694904j)
 (94.789062+0.000000j), (-75.777140+5.658359j), (-46.723910-11.276082j), (53.298819+2.934496j), (-1.780073-20.280466j), (6.819696+1.454264j), (-46.723910+11.276082j), (18.800306-2.609791j), (-0.246983-12.199879j), (-2.614433+26.987566j), (-33.637904-15.924281j), (53.298819-2.934496j), (34.819903+4.419781j), (-75.777140-5.658359j), (8.144849+11.967881j), (18.800306+2.609791j)
 (144.722656+0.000000j), (-76.140090-0.301814j), (-51.355045-11.448107j), (15.198871+19.086147j), (-30.223276-25.261901j), (5.392020+21.743929j), (-51.355045+11.448107j), (23.189081+1.087227j), (-11.474295-30.226224j), (39.880154+37.545065j), (25.045638+14.806365j), (15.198871-19.086147j), (-26.900165-7.897086j), (-76.140090+0.301814j), (24.948740+5.615038j), (23.189081-1.087227j)
 (108.074219+0.000000j), (-83.348353+7.746810j), (-33.483552+8.487535j), (14.765306-10.199811j), (-42.370018+2.953503j), (31.706108-4.915469j), (-33.483552-8.487535j), (29.050126+0.903081j), (-36.682747+15.712160j), (44.369298-7.310185j), (9.504672-5.052114j), (14.765306+10.199811j), (28.621285+4.005969j), (-83.348353-7.746810j), (-2.492798-4.015981j), (29.050126-0.903081j)
 (117.558594+0.000000j), (-90.363523-2.312286j), (-42.980378+11.606834j), (63.933550-1.432226j), (-30.743049+29.333300j), (46.172488-17.072816j), (-42.980378-11.606834j), (-1.954749+4.544089j), (19.175081+11.329818j), (-3.138400-26.767769j), (-42.285203+4.418728j), (63.933550+1.432226j), (37.755417+10.706460j), (-90.363523+2.312286j), (26.457967-11.055791j), (-1.954749-4.544089j)
 (108.988281+0.000000j), (-59.967110+2.600470j), (-54.857089+16.385282j), (-0.166736-13.261364j), (3.165548+36.864549j), (-3.855247-19.079179j), (-54.857089-16.385282j), (42.346256+3.638195j), (-6.988581+22.908854j), (16.883361-32.372364j), (32.440099+0.683022j), (-0.166736+13.261364j), (-6.667875-10.399620j), (-59.967110-2.600470j), (5.264428+6.236008j), (42.346256-3.638195j)
 (104.882812+0.000000j), (-70.137894+11.060567j), (-57.712216+2.179116j), (21.095487-8.812177j), (-0.103458+7.380618j), (-12.913829-15.689889j), (-57.712216-2.179116j), (52.891885+5.478433j), (-4.008238-2.887462j), (12.754980+0.206923j), (10.723787-22.626868j), (21.095487+8.812177j), (4.640679+24.730075j), (-70.137894-11.060567j), (-7.977859+11.474791j), (52.891885-5.478433j)
 (92.789062+0.000000j), (-64.739283-4.200412j), (-13.629656+12.767719j), (-3.202574-22.105529j), (-38.950640+32.851693j), (30.987008-17.341989j), (-13.629656-12.767719j), (30.290471-3.385146j), (15.411909-5.319720j), (13.078917-16.327760j), (-15.175137-11.071744j), (-3.202574+22.105529j), (23.953621-5.444121j), (-64.739283+4.200412j), (-11.524176-6.848668j), (30.290471+3.385146j)
 (73.925781+0.000000j), (-58.753694+5.947267j), (-21.784879-1.662359j), (6.045721+3.715601j), (-12.788826-8.100213j), (2.343957+7.038853j), (-21.784879+1.662359j), (23.949694-2.660788j), (-21.278649-14.573321j), (21.919621+12.757472j), (11.635343+8.405594j), (6.045721-3.715601j), (23.730240+3.860933j), (-58.753694-5.947267j), (-11.700252-3.215506j), (23.949694+2.660788j)
 (80.039062+0.000000j), (-52.546867-5.897030j), (-6.700802-5.248789j), (46.276540+3.170451j), (-40.133247-8.449118j), (4.042770+4.186409j), (-6.700802+5.248789j), (-21.141799+3.776003j), (-5.698301-4.951850j), (36.631892+14.879032j), (-41.728769+4.881143j), (46.276540-3.170451j), (15.421599-20.317045j), (-52.546867+5.897030j), (6.292386+5.095246j), (-21.141799-3.776003j)
 (84.667969+0.000000j), (-60.556306+5.520108j), (-38.404363-0.263205j), (59.787598-10.946613j), (-3.350718-1.514123j), (4.079099+4.548238j), (-38.404363+0.263205j), (3.074791-17.922816j), (18.627294+15.864389j), (-4.052426-10.181004j), (-49.722768-4.165363j), (59.787598+10.946613j), (12.527320+7.649192j), (-60.556306-5.520108j), (17.403067-20.696852j), (3.074791+17.922816j)
 (153.339844+0.000000j), (-79.159596-4.679004j), (-103.477817+17.907402j), (73.102510+15.334842j), (13.948921+37.774289j), (15.391964-4.787807j), (-103.477817-17.907402j), (31.102549-8.511936j), (0.214207-16.131032j), (-28.833564-2.746312j), (-0.683993+19.512893j), (73.102510-15.334842j), (-9.676730+15.233976j), (-79.159596+4.679004j), (23.337935-42.345300j), (31.102549+8.511936j)
 (129.917969+0.000000j), (-104.865016+9.649179j), (-51.553049+0.210962j), (43.532697-0.387396j), (-24.297531-4.506321j), (17.298975+1.765585j), (-51.553049-0.210962j), (37.528791-2.236636j), (-5.973526-13.739727j), (18.920587+10.718449j), (-18.120976+4.043979j), (43.532697+0.387396j), (46.642241+7.711137j), (-104.865016-9.649179j), (-11.803233-2.439033j), (37.528791+2.236636j)
 (126.910156+0.000000j), (-44.464956+0.967615j), (-35.302997-7.150060j), (-5.460496+17.541632j), (-29.952193-20.613492j), (-11.775577+1.390116j), (-35.302997+7.150060j), (15.314462+0.345537j), (8.179234+1.129263j), (47.097823+25.519583j), (25.537653-1.097648j), (-5.460496-17.541632j), (-42.196966+19.787691j), (-44.464956-0.967615j), (6.981576-26.559754j), (15.314462-0.345537j)
 (109.121094+0.000000j), (-51.405320+3.432931j), (-22.040532+5.677541j), (65.210053-0.430325j), (-48.920867+27.144443j), (17.863835-13.291186j), (-22.040532-5.677541j), (-34.384413+4.392139j), (17.861043+10.643175j), (8.110387-26.866839j), (-14.946690+2.557694j), (65.210053+0.430325j), (-11.733920+4.333305j), (-51.405320-3.432931j), (8.129454+0.280588j), (-34.384413-4.392139j)
 (122.378906+0.000000j), (-89.375585+1.032549j), (-57.954755+9.364697j), (27.154878-0.532245j), (3.099581+40.508359j), (-4.776116-24.774130j), (-57.954755-9.364697j), (41.369516+5.515461j), (-35.042962+20.131715j), (18.510343-35.976546j), (15.527361+15.723981j), (27.154878+0.532245j), (25.630782-3.913719j), (-89.375585-1.032549j), (1.455556+2.151558j), (41.369516-5.515461j)
 (109.667969+0.000000j), (-65.042472-5.873238j), (-41.019277-2.190948j), (1.592013+6.047967j), (-17.714513-3.040350j), (1.678359+10.139970j), (-41.019277+2.190948j), (50.873755-5.269339j), (31.183161-12.503913j), (0.860179+6.234108j), (-7.008443+12.719614j), (1.592013-6.047967j), (2.406936-12.341980j), (-65.042472+5.873238j), (-0.711285-3.345345j), (50.873755+5.269339j)
 (99.917969+0.000000j), (-71.700267+1.252699j), (-39.896133-7.241088j), (15.197262-12.664787j), (-20.654259+5.734588j), (12.879138+12.431183j), (-39.896133+7.241088j), (37.849957-3.710916j), (-0.079340+6.016217j), (15.152004-23.602627j), (-8.681847-24.928220j), (15.197262+12.664787j), (32.585149+15.419311j), (-71.700267-1.252699j), (-4.791699+4.570320j), (37.849957+3.710916j)
 (133.000000+0.000000j), (-43.079920-4.796466j), (-76.067437+17.389633j), (-5.401957-36.166728j), (19.704510+46.184875j), (10.613504-4.021408j), (-76.067437-17.389633j), (31.726569-6.487245j), (-14.315061+13.406981j), (10.068585-54.403140j), (49.352386-22.350032j), (-5.401957+36.166728j), (-50.528463-18.660536j), (-43.079920+4.796466j), (25.053317+5.048461j), (31.726569+6.487245j)
 (34.703125+0.000000j), (-30.281442+3.301366j), (-11.008718-0.392493j), (16.065246-6.631392j), (-10.126701-5.513297j), (8.724213+7.328861j), (-11.008718+0.392493j), (3.946707-8.027215j), (-9.547824+9.777445j), (10.463673-1.329525j), (-15.649870-10.022900j), (16.065246+6.631392j), (19.415462+6.107645j), (-30.281442-3.301366j), (1.417307-12.351749j), (3.946707+8.027215j)
 (133.062500+0.000000j), (-97.794181-12.507836j), (-46.322525+16.314692j), (17.939442+0.109997j), (-35.350506+47.679003j), (15.817606-41.117866j), (-46.322525-16.314692j), (40.189311+25.591668j), (-36.219390+11.540662j), (47.089674-31.277215j), (15.760420+7.192901j), (17.939442-0.109997j), (25.186027-15.969468j), (-97.794181+12.507836j), (-6.913520+20.434651j), (40.189311-25.591668j)
 (173.007812+0.000000j), (-96.045672+3.074573j), (-50.851728+20.314950j), (68.906300-11.807348j), (-65.864073+37.046316j), (36.443179-8.264512j), (-50.851728-20.314950j), (-10.500751-11.926808j), (28.769627+11.521902j), (19.252464-41.314138j), (-14.346664+3.223039j), (68.906300+11.807348j), (-7.669491+11.915311j), (-96.045672-3.074573j), (18.783258-14.272906j), (-10.500751+11.926808j)
 (74.738281+0.000000j), (-34.405301+4.669964j), (-17.554653+1.560178j), (0.289496-3.428357j), (-24.852510-6.226136j), (24.359316+5.402842j), (-17.554653-1.560178j), (-5.964740-1.443150j), (-1.580619-6.224582j), (16.931260+6.117254j), (21.828110+1.878853j), (0.289496+3.428357j), (-26.621676-1.321864j), (-34.405301-4.669964j), (33.012316+1.128870j), (-5.964740+1.443150j)
 (68.710938+0.000000j), (-50.752406+3.577649j), (-38.490564-2.490636j), (30.112813+0.553821j), (4.096004+2.549959j), (-6.550492-14.614689j), (-38.490564+2.490636j), (25.915958+9.769232j), (-6.043339+2.212989j), (3.314798+3.962544j), (-9.099203-19.731863j), (30.112813-0.553821j), (13.199853+12.966216j), (-50.752406-3.577649j), (-3.913075+17.967839j), (25.915958-9.769232j)
 (69.910156+0.000000j), (-56.872120-4.129566j), (-26.741801-3.717885j), (50.511959+6.180851j), (-13.831086-2.819508j), (10.483261+4.993973j), (-26.741801+3.717885j), (2.556275-10.937607j), (15.681597+4.651753j), (4.259759-4.717787j), (-54.065338+14.306576j), (50.511959-6.180851j), (30.139907+2.001792j), (-56.872120+4.129566j), (7.577041-15.960620j), (2.556275+10.937607j)
 (75.554688+0.000000j), (-46.058058-0.677896j), (-38.924599-2.306721j), (9.669671-0.568068j), (4.147073-5.660854j), (-3.374387-9.031646j), (-38.924599+2.306721j), (40.625089+12.712556j), (13.798578+9.342041j), (-6.371716+2.843038j), (10.533701-22.800639j), (9.669671+0.568068j), (-7.089842+18.073740j), (-46.058058+0.677896j), (-12.971634+14.296495j), (40.625089-12.712556j)
 (226.164062+0.000000j), (-102.296605-6.092200j), (-102.760919+10.224384j), (75.368747+0.432714j), (-42.608377-2.191784j), (48.584869+9.113280j), (-102.760919-10.224384j), (-13.723861-2.797030j), (-68.666403-5.685367j), (40.059426+2.861211j), (38.325106+1.630733j), (75.368747-0.432714j), (-36.401638+6.656389j), (-102.296605+6.092200j), (41.301025-10.308124j), (-13.723861+2.797030j)
 (51.605469+0.000000j), (-48.163145-1.208851j), (-18.562160-2.086738j), (29.176460+4.994965j), (-11.186256+0.483131j), (8.990602-1.371773j), (-18.562160+2.086738j), (7.921871+1.633270j), (-5.604640-5.537818j), (10.217412+2.147019j), (-36.579857+6.466467j), (29.176460-4.994965j), (38.981236-2.962969j), (-48.163145+1.208851j), (0.041746+4.925280j), (7.921871-1.633270j)
 (128.773438+0.000000j), (-57.804936-12.025391j), (-53.338420-9.685874j), (94.487874+13.289580j), (-30.514725-7.712650j), (13.648718-0.933563j), (-53.338420+9.685874j), (-23.726603+5.980139j), (31.346134+1.939881j), (-20.240286+12.069522j), (-21.010362+15.026977j), (94.487874-13.289580j), (-21.550166-23.660535j), (-57.804936+12.025391j), (12.523448+10.994316j), (-23.726603-5.980139j)
 (61.023438+0.000000j), (-47.053773-6.567493j), (-28.465452-5.603378j), (29.992717-2.035725j), (-6.653118-8.539167j), (-0.282672+4.221067j), (-28.465452+5.603378j), (17.973717+1.761479j), (6.272644+18.307000j), (2.942026+1.054111j), (-19.501114-16.022168j), (29.992717+2.035725j), (17.585453-13.649290j), (-47.053773+6.567493j), (-7.097070+14.140037j), (17.973717-1.761479j)
 (121.820312+0.000000j), (-71.747581+0.779653j), (-31.963644-2.975171j), (17.415190+1.387377j), (-32.535953-2.519506j), (6.932346+24.061850j), (-31.963644+2.975171j), (12.516339-32.318905j), (-19.482384-22.222080j), (34.970483-5.123801j), (12.821989+14.357747j), (17.415190-1.387377j), (-0.680894+11.788186j), (-71.747581-0.779653j), (6.149427-32.012605j), (12.516339+32.318905j)
